"sample_molecule_ch1","sample_molecule_ch2","sample_source_name_ch1","sample_status","sample_library_selection","sample_library_source","sample_extract_protocol_ch1","sample_extract_protocol_ch2","sample_label_protocol_ch1","sample_source_name_ch2","sample_library_strategy","sample_characteristics_ch2","sample_label_protocol_ch2","sample_label_protocol","sample_series_id","sample_data_processing","sample_description","sample_characteristics_ch1","sample_organism_ch1","tissue","sample_type","sample_title","sample_name","sample_hyb_protocol","sample_label_ch2","disease_state","ethnicity","time_point","tmprss2","treatment","cancer_status","tissuer_type","tumor_type","age","gleason_score","pathologic_tumor_stage","gleason_grade","t-stage","margin_status","preop_psa","bcr","bcr_free_time"
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"Intact 1 tumor 1",NA,"Homo sapiens","xenograft tumor","RNA","Intact1_tumor_1","intact1_tumor_1","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"Intact 1 tumor 2",NA,"Homo sapiens","xenograft tumor","RNA","Intact1_tumor_2","intact1_tumor_2","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"Intact 1 tumor 3",NA,"Homo sapiens","xenograft tumor","RNA","Intact1_tumor_3","intact1_tumor_3","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"Intact 1 tumor 4",NA,"Homo sapiens","xenograft tumor","RNA","Intact1_tumor_4","intact1_tumor_4","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"Intact 2 tumor 1",NA,"Homo sapiens","xenograft tumor","RNA","Intact2_tumor_1","intact2_tumor_1","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"Intact 2 tumor 2",NA,"Homo sapiens","xenograft tumor","RNA","Intact2_tumor_2","intact2_tumor_2","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"Intact 2 tumor 3",NA,"Homo sapiens","xenograft tumor","RNA","Intact2_tumor_3","intact2_tumor_3","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"Intact 2 tumor 4",NA,"Homo sapiens","xenograft tumor","RNA","Intact2_tumor_4","intact2_tumor_4","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"CRPC 1 tumor 1",NA,"Homo sapiens","xenograft tumor","RNA","CRPC1_tumor_1","crpc1_tumor_1","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"CRPC 1 tumor 2",NA,"Homo sapiens","xenograft tumor","RNA","CRPC1_tumor_2","crpc1_tumor_2","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"CRPC 1 tumor 3",NA,"Homo sapiens","xenograft tumor","RNA","CRPC1_tumor_3","crpc1_tumor_3","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"CRPC 1 tumor 4",NA,"Homo sapiens","xenograft tumor","RNA","CRPC1_tumor_4","crpc1_tumor_4","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total RNA",NA,"xenograft tumor","Public on Apr 21 2014",NA,NA,NA,NA,"Standard Illumina labelling protocol",NA,NA,NA,NA,NA,"GSE56829",NA,"CRPC 2 tumor 1",NA,"Homo sapiens","xenograft tumor","RNA","CRPC2_tumor_1","crpc2_tumor_1","Standard Illumina hybridization protocol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
